"sentiment_score","keyword","keyword_count"
"0.7","good parking","1"
"0.7","esipark works","1"
"0.8","kind","1"
"0.8","comforting","1"
"0.3","vaccinate","1"
"0.3","book online","1"
"0.8","flow","1"
"0.8","vaccination process","1"
"0.5","queuing","1"
"0.5","Covid vaccine","1"
"0.5","good","1"
"0.9","entry","1"
"0.9","restaurants","1"
"0.9","good service","1"
"0.3","anti-vaxxers","1"
"0.3","syringe","1"
"0.9","Covid-19 Vaccinations","1"
"0.1","Vaccination center","1"
"0.1","32 people","1"
"0.1","same time","1"
"0.75","organized","1"
"0.75","Kistamässan premises","1"
"1","effectively","1"
"0.8","helpful staff","1"
"0.8","safe","1"
"0.8","shopping center","1"
"0.8","restaurants","1"
"0.8","shops","1"
"0.05","Fast","1"
"0.05","efficient","1"
"0.05","book","1"
"0.05","dose 2","1"
"0.05","once","1"
"0.8","helpful","1"
"-0.2","poor coverage","1"
"0.9","convention","1"
"0.9","learned","1"
"0.9","much","1"
"1","covid","1"
"1","Well organized","1"
"0.6","Spacious","1"
"0.6","close","2"
"0.6","leisurely","1"
"0.6","10 minute walk","1"
"-0.4","cold","1"
"-0.4","Aircon","1"
"-0.4","strong","1"
"0.8","functioning","1"
"0.8","good air","1"
"0.8","ventilation","1"
"0.9","impressive","1"
"0.4","Comi-con","1"
"0.4","there","1"
"0.4","nothing","1"
"0.4","complain","1"
"0.4","about","1"
"0.9","flow","1"
"0.1","small","1"
"0.1","fairs","2"
"0.8","convenient","1"
"1","Quick","1"
"1","Pfizer No. 2","1"
"1","Satisfied","1"
"0.2","Large exhibition hall","1"
"0.2","commuter train","1"
"0.2","subway","1"
"0.2","close","1"
"0.5","Fast","1"
"0.5","lot of people","1"
"0.5","considering","1"
"0.2","hoes","1"
"0.2","Thank you","1"
"0.4","Small fair","1"
"0.4","fast registration","1"
"0.4","far better","1"
"0.4","Formex","1"
"1","Great place","1"
"1","covid vaccine","1"
"1","5/5","1"
"1","customer support","1"
"0.7","Professional","1"
"0.7","nurses","1"
"0.7","thank you","1"
"0.8","vaccinations","1"
"0.8","today","1"
"0.8","2700","1"
"0.8","booked appointments","1"
"0.5","seminar","1"
"0.5","14-16 July","1"
"0.5","Theme","1"
"0.5","Show Patience","1"
"-0.25","Good venue","1"
"-0.25","not what it should be","1"
"-0.4","interesting education","1"
"0.7","good place","1"
"0.7","various shopping","1"
"0.7","good lunch","1"
"0.7","Effective","1"
"0.7","worked well","1"
"0.7","queue","1"
"0.7","felt safe","1"
"-0.15","large","1"
"-0.15","far","1"
"-0.15","walk","1"
"0.9","admiring","1"
"0.9","kindness","1"
"0.9","handled","1"
"0.85","fast","1"
"0.85","effective","1"
"0.85","good work","1"
"0.1","Transportation","1"
"0.1","little","1"
"0.1","out of town","1"
"0","venue","1"
"0","fair","1"
"0","poor parking","1"
"0.6","commuter train","1"
"0.9","great organized place","1"
"0.9","recommend","1"
"0.8","thank you","1"
"0.8","making","1"
"0.8","us","1"
"0.8","Getting vaccinated","1"
"0.8","COVID19","1"
"-0.4","exit","1"
"-0.4","exhibit","1"
"0.9","Excellent facilities","1"
"0.9","well placed","1"
"0.9","easy to access","1"
"0.7","comic con","1"
"0.7","usual","1"
"0.7","easily accessible","1"
"1","coffin fair","1"
"1","five","1"
"1","✨","1"
"-0.2","Poor charging points","1"
"0.5","Good fair","1"
"0.5","medium-sized","1"
"0.5","conventions","1"
"0.8","good service","1"
"0.25","garden fair 2017","1"
"0.25","ok","1"
"0.25","small","1"
"0.1","Very long queue","1"
"0.1","appointments","1"
"0.1","efficient","1"
"0.7","Plenty of space","1"
"0.7","The top","1"
"0","general","1"
"0","multi-functional","1"
"0","activity center","1"
"0.9","reception","1"
"0.9","participate","1"
"-0.9","Unclean toilets","1"
"-0.9","visitors","1"
"1","super clean","1"
"1","fast treatment","1"
"1","excellent quality","1"
"0.7","Good service","1"
"0.7","covid19","1"
"0.7","vaccine","1"
"0.75","nice place","1"
"0.75","energetic","1"
"0.75","recently","1"
"0.75","vaccine","1"
"0.7","great place","1"
"0.7","se","1"
"0.7","town","1"
"0.7","top of building","1"
"0.8","flea market","1"
"0.8","buy","1"
"0.8","fantastic things","1"
"0.1","large","1"
"0.1","avoid","1"
"0.1","getting lost","1"
"0.8","clean","1"
"0.8","fresh","1"
"0.8","excellent","1"
"0.8","exhibition hall","1"
"0.7","Impressed","1"
"0.7","well","1"
"0.7","worked","1"
"0.7","vaccination","3"
"0.7","Good","1"
"0.85","Comic con","1"
"0.85","best","1"
"0.85","big","1"
"0.85","good place","1"
"-0.8","not nice","1"
"-0.8","absolutely","1"
"0","place","1"
"0","Google cloud summit","1"
"0","toilets","1"
"0","disabled","1"
"0.9","Loved it","1"
"0.65","first","1"
"0.65","anti Covid shot","1"
"0.65","get","1"
"0.9","Professional","1"
"0.9","happy","1"
"0.4","size","1"
"0.4","Large","1"
"0.4","parking lot","1"
"0.1","Excellent","1"
"0.1","Poor flow","1"
"0.1","inlet","1"
"0.8","vaccination site","1"
"0.8","efficient","1"
"-0.9","bad","1"
"-0.9","market","1"
"0.7","Large","1"
"0.7","spacious","1"
"0.7","good accessibility","1"
"0.9","covid19","1"
"0.9","well planned","1"
"0.2","Pfizer","1"
"0.2","vaccine","1"
"0.2","good place","1"
"0.8","Modern","1"
"0.8","transport links","1"
"0.4","organized","1"
"0.4","assembly line principle","1"
"0.6","Jokkmokk's Santa","1"
"0.6","Gunnar","1"
"0.6","nice fair","1"
"1","meeting","1"
"0.25","premises","1"
"0.25","bad location","1"
"0.25","friendly staff","1"
"0.7","quick","1"
"0.7","Friendly staff","1"
"0.7","Covid19","1"
"0.7","industrial efficiency","1"
"0.7","people","1"
"0.7","better","1"
"0.7","orderly","1"
"0.7","clean","1"
"0.6","Professional","1"
"0.6","covid","1"
"0.8","vaccines","2"
"0.6","Good","2"
"0.75","good","1"
"0.9","congress","1"
"-0.5","food options","1"
"1","vaccination certificate","1"
"0.3","Large room","1"
"0.6","easy","1"
"0.6","keep","1"
"0.6","distance","1"
"0.7","everyone","1"
"0.8","possible","1"
"0.8","get","1"
"0.2","care","1"
"0.8","liked","1"
"0.8","Neat","1"
"0.8","tidy","1"
"1","injected","1"
"0.95","Fantastic organization","1"
"0.9","wonderful","1"
"0.8","vaccine shots","1"
"0.3","good flow","1"
"0.3","arm","1"
"1","covid-19.dos 1","1"
"0.8","nice","1"
"0.9","impressive logistics","1"
"0.9","Congratulations","1"
"-0.2","Great","1"
"0.9","brilliant time","1"
"0.6","subway","1"
"0.9","Werlab's vaccination","1"
"0.9","effectiveness","1"
"0.9","Executed brilliantly","1"
"0.9","Good logistics","1"
"0.2","Good premises","1"
"-0.25","restaurant","1"
"-0.15","parking lot","1"
"0.9","humility","1"
"0.6","fair","1"
"-0.2","car park","1"
"0.8","Vaccination centre","1"
"0.25","stall","1"
"0.9","Fantastically","1"
"0.8","spacious","1"
"0.9","exhibit","1"
"-0.9","Terrible organization","1"
"0.1","exhibition hall","1"
"0.75","Smooth","1"
"0.7","found","1"
"0.7","very good premises","1"
"-0.8","staff","1"
"-0.8","wardrobe","1"
"0","attended","1"
"0.9","Covid","1"
"0.65","easy","1"
"0.85","quick","1"
"-0.9","fair","1"
"0.2","people","1"
"0.2","take","1"
"0.8","Nice facility","1"
"1","Kista","1"
"1","best place","1"
"0","five minutes","1"
"0.6","arrangement","1"
"0.7","there","1"
"1","Big plus","1"
"1","Werlab's","1"
"1","fantastically","1"
"0.9","best","1"
"0.2","SEK 40","1"
"0.7","ease","1"
"1","conference","1"
"-0.1","restaurant","1"
